   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: LUENA / LUSO

   Coordinates:

   Latitude =11DEG47'S

   Longitude =19DEG55'E

   Elevation = 1328

   WMO Identifier: 66285

   Year 1967

   +------------------------------------------------------------------------+
   |  DATE |    JAN | F |    FEB | F |    MAR | F |    APR | F |    MAY | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    18 |   1436 | 0 |   1992 | 0 |   1649 | 0 |   1327 | 0 |   2390 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    19 |   2038 | 0 |   1833 | 0 |   1925 | 0 |   1503 | 0 |   2319 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    20 |   1674 | 0 |   1285 | 0 |    699 | 0 |   1775 | 0 |   2089 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    21 |   1071 | 0 |   2026 | 0 |   1159 | 0 |   1595 | 0 |   2290 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    22 |   1297 | 0 |   2294 | 0 |   1616 | 0 |   1461 | 0 |   2290 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    23 |   2285 | 0 |   1662 | 0 |   1729 | 0 |   1385 | 0 |   2294 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    24 |   2394 | 0 |   1239 | 0 |   1427 | 0 |   1457 | 0 |   2281 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    25 |   1582 | 0 |   1791 | 0 |   2202 | 0 |   1046 | 0 |   2252 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    26 |   1431 | 0 |   1854 | 0 |   1260 | 0 |   1884 | 0 |   2290 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    27 |   1741 | 0 |   1603 | 0 |   1846 | 0 |   1712 | 0 |   2256 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    28 |   2093 | 0 |   1825 | 0 |   1737 | 0 |   1607 | 0 |   2265 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    29 |    996 | 0 |      - | - |   1142 | 0 |   1523 | 0 |   2256 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    30 |   1117 | 0 |      - | - |   1465 | 0 |   1448 | 0 |   2085 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    31 |   1138 | 0 |      - | - |   2114 | 0 |      - | - |   2051 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |   SUM |  50468 | 0 |  46116 | 0 |  46717 | 0 |  49170 | 0 |  68293 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |  MEAN |   1628 | 0 |   1647 | 0 |   1507 | 0 |   1639 | 0 |   2203 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
