   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: NELSPRUIT

   Coordinates:

   Latitude =25DEG26'S

   Longitude =30DEG59'E

   Elevation = 671

   WMO Identifier: 68288

   Year 1973

   +------------------------------------------------------------------------+
   | DATE|   MAY|F|   JUN|F|   JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   17|     -|2|  1511|0|  1650|0|  603|0| 2525|0|  448|0|    -|2| 2085|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   18|   925|0|  1482|0|  1683|0| 1729|0| 2026|0| 1076|0| 3031|0|    -|2|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   19|  1650|0|  1511|0|  1641|0| 1938|0| 2382|0| 2680|0| 2537|0| 1436|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   20|  1587|0|  1549|0|  1612|0| 1989|0| 2307|0| 2500|0| 1327|0|    -|2|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   21|  1319|0|  1465|0|  1650|0| 2043|0| 2303|0| 2793|0| 1503|0|    -|2|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   22|  1449|0|  1541|0|  1294|0| 1775|0| 2236|0| 1599|0|  875|0| 2412|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   23|   955|0|  1574|0|  1239|0| 2177|0|  553|0| 1562|0| 1545|0| 3035|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   24|  1562|0|  1549|0|  1310|0| 2114|0| 2102|0| 2056|0| 1763|0| 2998|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   25|  1650|0|  1248|0|     -|2| 2114|0| 2433|0| 2378|0| 2809|0| 1851|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   26|  1595|0|  1491|0|  1775|0|    -|2|  678|0| 1047|0| 1231|0| 2123|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   27|  1306|0|  1281|0|  1671|0| 2106|0|  360|0|  678|0| 2382|0|  938|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   28|   858|0|  1444|0|   247|0| 2077|0|  205|0| 2755|0|  636|0| 2776|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   29|  1440|0|  1047|0|   352|0| 1905|0|  414|0| 2839|0| 1264|0| 3153|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   30|  1403|0|  1566|0|  1093|0| 1474|0| 1608|0| 2198|0| 2876|0| 2537|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   31|   281|0|     -|-|  1717|0| 2052|0|    -|-| 1453|0|    -|-| 2529|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |  SUM| 45715|0| 43303|0| 45391|0|51889|0|52013|0|60853|0|57005|0|64556|1|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   | MEAN|  1475|0|  1443|0|  1464|0| 1674|0| 1734|0| 1963|0| 1900|0| 2082|1|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
